15,-5,1,0,1000000,0,0,0,0,0
15,-3,1,0,1000000,0,0,0,0,0
15,-1,1,0,1000000,0,0,0,0,0
15,1,1,0,1000000,0,0,0,0,0
15,3,1,0,1000000,0,0,0,0,0
15,5,1,0,1000000,0,0,0,0,0
15,7,0.574666666666667,13.6106666666667,2.35109717868339,0,0,0,0.0280950766742739,0.899042453576766
15,9,0.329333333333333,21.4613333333333,1.49105367793241,0,0,0,0.00461880215351701,0.147801668912544
15,11,0.177333333333333,39.488,1.21555915721232,0,0,0,0.00611010092660779,0.293284844477171
15,13,0.104,43.008,1.11607142857143,0,0,0,0.0211660104885167,1.0159685034488
15,15,0.056,60.416,1.05932203389831,0,0,0,0.00692820323027551,0.443405006737633
15,17,0.028,62.208,1.02880658436214,0,0,0,0.00692820323027551,0.443405006737633
15,19,0.0146666666666667,63.0613333333333,1.0148849797023,0,0,0,0.00611010092660779,0.391046459302899
15,21,0.00666666666666667,79.4666666666667,1.00671140939597,0,0,0,0.00832666399786453,0.666133119829164
15,23,0.00533333333333333,79.5733333333333,1.00536193029491,0,0,0,0.00923760430703401,0.739008344562722
15,25,0.00533333333333333,79.5733333333333,1.00536193029491,0,0,0,0.00923760430703401,0.739008344562722
15,27,0.00133333333333333,79.8933333333333,1.00133511348465,0,0,0,0.0023094010767585,0.184752086140676
15,29,0.00133333333333333,79.8933333333333,1.00133511348465,0,0,0,0.0023094010767585,0.184752086140676
30,-5,1,0,500000,0,0,0,0,0
30,-3,1,0,500000,0,0,0,0,0
30,-1,1,0,500000,0,0,0,0,0
30,1,1,0,500000,0,0,0,0,0
30,3,1,0,500000,0,0,0,0,0
30,5,1,0,500000,0,0,0,0,0
30,7,0.574666666666667,13.6106666666667,1.17554858934169,0,0,0,0.0280950766742739,0.899042453576766
30,9,0.329333333333333,21.4613333333333,0.745526838966203,0,0,0,0.00461880215351701,0.147801668912544
30,11,0.177333333333333,39.488,0.607779578606159,0,0,0,0.00611010092660779,0.293284844477171
30,13,0.104,43.008,0.558035714285714,0,0,0,0.0211660104885167,1.0159685034488
30,15,0.056,60.416,0.529661016949153,0,0,0,0.00692820323027551,0.443405006737633
30,17,0.028,62.208,0.51440329218107,0,0,0,0.00692820323027551,0.443405006737633
30,19,0.0146666666666667,63.0613333333333,0.50744248985115,0,0,0,0.00611010092660779,0.391046459302899
30,21,0.00666666666666667,79.4666666666667,0.503355704697987,0,0,0,0.00832666399786453,0.666133119829164
30,23,0.00533333333333333,79.5733333333333,0.502680965147453,0,0,0,0.00923760430703401,0.739008344562722
30,25,0.00533333333333333,79.5733333333333,0.502680965147453,0,0,0,0.00923760430703401,0.739008344562722
30,27,0.00133333333333333,79.8933333333333,0.500667556742323,0,0,0,0.0023094010767585,0.184752086140676
30,29,0.00133333333333333,79.8933333333333,0.500667556742323,0,0,0,0.0023094010767585,0.184752086140676
60,-5,1,0,250000,0,0,0,0,0
60,-3,1,0,250000,0,0,0,0,0
60,-1,1,0,250000,0,0,0,0,0
60,1,1,0,250000,0,0,0,0,0
60,3,1,0,250000,0,0,0,0,0
60,5,1,0,250000,0,0,0,0,0
60,7,0.574666666666667,13.6106666666667,0.587774294670846,0,0,0,0.0280950766742739,0.899042453576766
60,9,0.329333333333333,21.4613333333333,0.372763419483101,0,0,0,0.00461880215351701,0.147801668912544
60,11,0.177333333333333,39.488,0.303889789303079,0,0,0,0.00611010092660779,0.293284844477171
60,13,0.104,43.008,0.279017857142857,0,0,0,0.0211660104885167,1.0159685034488
60,15,0.056,60.416,0.264830508474576,0,0,0,0.00692820323027551,0.443405006737633
60,17,0.028,62.208,0.257201646090535,0,0,0,0.00692820323027551,0.443405006737633
60,19,0.0146666666666667,63.0613333333333,0.253721244925575,0,0,0,0.00611010092660779,0.391046459302899
60,21,0.00666666666666667,79.4666666666667,0.251677852348993,0,0,0,0.00832666399786453,0.666133119829164
60,23,0.00533333333333333,79.5733333333333,0.251340482573727,0,0,0,0.00923760430703401,0.739008344562722
60,25,0.00533333333333333,79.5733333333333,0.251340482573727,0,0,0,0.00923760430703401,0.739008344562722
60,27,0.00133333333333333,79.8933333333333,0.250333778371162,0,0,0,0.0023094010767585,0.184752086140676
60,29,0.00133333333333333,79.8933333333333,0.250333778371162,0,0,0,0.0023094010767585,0.184752086140676
